FileName,ArgumentsPerOperation,AveragePathLength,BiggestRootCoverage,DataWeight,DistinctMessageRatio,LackOfMessageLevelCohesion,LongestPath,NumberOfRootPaths,ServiceInterfaceDataCohesion,WeightedServiceInterfaceCount,ApiFormat
azure.com-network-networkWatcher-2019-06-01-swagger.yaml.json,4.7083,8.8947,1,213,0.3636,0.6162,11,1,1,24,openapi
azure.com-network-networkWatcher-2019-07-01-swagger.yaml.json,4.7083,8.8947,1,213,0.3636,0.6162,11,1,1,24,openapi
azure.com-network-networkWatcherConnectionMonitorV1-2019-06-01-swagger.yaml.json,5.125,10.4,1,62,0.2759,0.3979,11,1,1,8,openapi
azure.com-network-operation-2017-09-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2017-10-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2017-11-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-01-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-02-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-04-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-06-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-07-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-08-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-10-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-11-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2018-12-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2019-02-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2019-04-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2019-06-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-operation-2019-07-01-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-network-privateLinkService-2019-04-01-swagger.yaml.json,4.1818,7.75,1,110,0.4706,0.6235,10,1,0.7455,11,openapi
azure.com-network-privateLinkService-2019-06-01-swagger.yaml.json,4.1818,7.75,1,110,0.4706,0.6235,10,1,0.7455,11,openapi
azure.com-network-privateLinkService-2019-07-01-swagger.yaml.json,4.1818,7.75,1,110,0.4706,0.6235,10,1,0.7455,11,openapi
azure.com-network-publicIpPrefix-2018-07-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2018-08-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2018-10-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2018-11-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2018-12-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2019-02-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2019-04-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2019-06-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-publicIpPrefix-2019-07-01-swagger.yaml.json,4,6.6667,1,54,0.5333,0.6151,8,1,0.6333,6,openapi
azure.com-network-routeFilter-2019-04-01-swagger.yaml.json,4.5455,7.8,1,106,0.4286,0.5951,10,1,0.5818,11,openapi
azure.com-network-routeFilter-2019-06-01-swagger.yaml.json,4.5455,7.8,1,106,0.4286,0.5951,10,1,0.5818,11,openapi
azure.com-network-routeFilter-2019-07-01-swagger.yaml.json,4.5455,7.8,1,106,0.4286,0.5951,10,1,0.5818,11,openapi
azure.com-network-serviceCommunity-2016-12-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2017-03-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2017-06-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2017-08-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2017-09-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2017-10-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2017-11-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-01-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-02-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-04-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-06-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-07-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-08-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-10-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-11-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2018-12-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2019-02-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2019-04-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2019-06-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceCommunity-2019-07-01-swagger.yaml.json,2,5,1,3,1,0,5,1,0,1,openapi
azure.com-network-serviceEndpointPolicy-2018-07-01-swagger.yaml.json,4.4,7.8,1,86,0.4231,0.6001,10,1,0.5778,10,openapi
azure.com-network-serviceTags-2019-04-01-swagger.yaml.json,3,7,1,8,1,0,7,1,0,1,openapi
azure.com-network-serviceTags-2019-06-01-swagger.yaml.json,3,7,1,8,1,0,7,1,0,1,openapi
azure.com-network-serviceTags-2019-07-01-swagger.yaml.json,3,7,1,8,1,0,7,1,0,1,openapi
azure.com-network-usage-2015-06-15-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2016-09-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2016-12-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2017-03-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2017-06-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2017-08-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2017-09-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2017-10-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2017-11-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-01-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-02-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-04-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-06-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-07-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-08-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-10-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-11-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2018-12-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2019-02-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2019-04-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2019-06-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-usage-2019-07-01-swagger.yaml.json,3,7,1,4,1,0,7,1,0,1,openapi
azure.com-network-virtualNetworkGateway-2015-06-15-swagger.yaml.json,4.2353,8.2,1,159,0.3261,0.6404,10,1,0.5919,17,openapi
azure.com-network-virtualNetworkGateway-2016-09-01-swagger.yaml.json,4.3,8.3846,1,168,0.3091,0.6359,10,1,0.5895,20,openapi
azure.com-network-virtualNetworkGateway-2016-12-01-swagger.yaml.json,4.3,8.3846,1,168,0.3091,0.6359,10,1,0.5895,20,openapi
azure.com-network-virtualNetworkGateway-2017-03-01-swagger.yaml.json,4.3,8.3846,1,168,0.3091,0.6359,10,1,0.5895,20,openapi
azure.com-network-virtualNetworkGateway-2017-06-01-swagger.yaml.json,4.3182,8.4667,1,182,0.2833,0.652,10,1,0.5823,22,openapi
azure.com-network-virtualNetworkGateway-2017-08-01-swagger.yaml.json,4.3043,8.5,1,186,0.2656,0.6536,10,1,0.5791,23,openapi
azure.com-network-virtualNetworkGateway-2017-09-01-swagger.yaml.json,4.3929,8.5556,1,227,0.2838,0.6489,10,1,0.5939,28,openapi
azure.com-network-virtualNetworkGateway-2017-10-01-swagger.yaml.json,4.3929,8.5556,1,227,0.2838,0.6489,10,1,0.5939,28,openapi
azure.com-network-virtualNetworkGateway-2017-11-01-swagger.yaml.json,4.3929,8.5556,1,227,0.2838,0.6489,10,1,0.5939,28,openapi
azure.com-network-virtualNetworkGateway-2018-01-01-swagger.yaml.json,4.3929,8.5556,1,227,0.2838,0.6489,10,1,0.5939,28,openapi
azure.com-network-virtualNetworkGateway-2018-02-01-swagger.yaml.json,4.4,8.6,1,259,0.2911,0.6637,10,1,0.5828,30,openapi
azure.com-network-virtualNetworkGateway-2018-04-01-swagger.yaml.json,4.4,8.6,1,263,0.3038,0.6627,10,1,0.5759,30,openapi
azure.com-network-virtualNetworkGateway-2018-06-01-swagger.yaml.json,4.3871,8.619,1,267,0.2927,0.663,10,1,0.571,31,openapi
azure.com-network-virtualNetworkGateway-2018-07-01-swagger.yaml.json,4.4,8.6,1,263,0.3038,0.6627,10,1,0.5759,30,openapi
azure.com-network-virtualNetworkGateway-2018-08-01-swagger.yaml.json,4.3871,8.619,1,267,0.2927,0.663,10,1,0.571,31,openapi
azure.com-network-virtualNetworkGateway-2018-10-01-swagger.yaml.json,4.3871,8.619,1,267,0.2927,0.663,10,1,0.571,31,openapi
azure.com-network-virtualNetworkGateway-2018-11-01-swagger.yaml.json,4.3871,8.619,1,267,0.2927,0.663,10,1,0.571,31,openapi
azure.com-network-virtualNetworkGateway-2018-12-01-swagger.yaml.json,4.3871,8.619,1,267,0.2927,0.663,10,1,0.571,31,openapi
azure.com-network-virtualNetworkGateway-2019-02-01-swagger.yaml.json,4.3871,8.619,1,267,0.2927,0.663,10,1,0.571,31,openapi
azure.com-network-virtualNetworkGateway-2019-04-01-swagger.yaml.json,4.375,8.6364,1,271,0.2824,0.6579,10,1,0.5696,32,openapi
azure.com-network-virtualNetworkGateway-2019-06-01-swagger.yaml.json,4.375,8.6364,1,271,0.2759,0.6579,10,1,0.5696,32,openapi
azure.com-network-virtualNetworkGateway-2019-07-01-swagger.yaml.json,4.4444,8.6923,1,307,0.2816,0.6691,10,1,0.5754,36,openapi
azure.com-network-virtualRouter-2019-07-01-swagger.yaml.json,4.5455,7.8,1,147,0.3077,0.4151,10,1,1,11,openapi
azure.com-network-virtualWan-2018-04-01-swagger.yaml.json,4.0645,7.4706,1,413,0.1947,0.4257,10,1,1,31,openapi
azure.com-network-virtualWan-2018-06-01-swagger.yaml.json,4.0645,7.4706,1,413,0.1947,0.4257,10,1,1,31,openapi
azure.com-network-virtualWan-2018-07-01-swagger.yaml.json,4.0645,7.4706,1,413,0.1947,0.4257,10,1,1,31,openapi
azure.com-network-virtualWan-2018-08-01-swagger.yaml.json,4.1395,7.6667,1,555,0.1859,0.4436,10,1,0.9767,43,openapi
azure.com-network-virtualWan-2018-10-01-swagger.yaml.json,4.1395,7.6667,1,555,0.1859,0.4436,10,1,0.9767,43,openapi
azure.com-network-virtualWan-2018-11-01-swagger.yaml.json,4.1395,7.6667,1,555,0.1859,0.4436,10,1,0.9767,43,openapi
azure.com-network-virtualWan-2018-12-01-swagger.yaml.json,4.1395,7.6667,1,555,0.1859,0.4436,10,1,0.9767,43,openapi
azure.com-network-virtualWan-2019-02-01-swagger.yaml.json,4.1395,7.6667,1,555,0.1859,0.4436,10,1,0.9767,43,openapi
azure.com-network-virtualWan-2019-04-01-swagger.yaml.json,4.1333,7.7692,1,575,0.179,0.4544,10,1,0.9505,45,openapi
azure.com-network-virtualWan-2019-06-01-swagger.yaml.json,4.2041,8.1333,1,621,0.1839,0.4526,12,1,0.9532,49,openapi
azure.com-network-virtualWan-2019-07-01-swagger.yaml.json,4.2041,8.1333,1,621,0.1839,0.4526,12,1,0.9532,49,openapi
azure.com-network-vmssNetworkInterface-2015-06-15-swagger.yaml.json,5.3333,10.6667,1,24,0.8333,0.4857,12,1,0.6667,3,openapi
azure.com-network-vmssNetworkInterface-2016-09-01-swagger.yaml.json,5.3333,10.6667,1,24,0.8333,0.4857,12,1,0.6667,3,openapi
azure.com-network-vmssNetworkInterface-2016-12-01-swagger.yaml.json,5.3333,10.6667,1,24,0.8333,0.4857,12,1,0.6667,3,openapi
azure.com-network-vmssNetworkInterface-2017-03-30-swagger.yaml.json,6.2,11.8,1,43,0.7,0.4591,14,1,0.65,5,openapi
azure.com-network-vmssNetworkInterface-2018-10-01-swagger.yaml.json,6.2,11.8,1,43,0.7,0.4591,14,1,0.65,5,openapi
azure.com-network-vmssPublicIpAddress-2017-03-30-swagger.yaml.json,6.6667,13.3333,1,28,0.8333,0.5344,16,1,0.6667,3,openapi
azure.com-network-vmssPublicIpAddress-2018-10-01-swagger.yaml.json,6.6667,13.3333,1,28,0.8333,0.5344,16,1,0.6667,3,openapi
azure.com-notificationhubs-2014-09-01-swagger.yaml.json,4.6522,8.7333,0.9565,176,0.3148,0.6011,13,2,0.5514,23,openapi
azure.com-notificationhubs-2016-03-01-swagger.yaml.json,4.96,9.625,1,262,0.3393,0.5902,13,1,0.6033,25,openapi
azure.com-notificationhubs-2017-04-01-swagger.yaml.json,4.8929,9.3333,0.9643,278,0.3492,0.5824,13,2,0.6204,28,openapi
azure.com-operationalinsights-Clusters-2019-08-01-preview-swagger.yaml.json,3.8333,6.6667,1,48,0.4,0.5433,8,1,1,6,openapi
azure.com-operationalinsights-OperationalInsights-2015-03-20-swagger.yaml.json,4.4737,8.8,0.9474,132,0.561,0.6662,11,2,0.5175,19,openapi
azure.com-operationalinsights-OperationalInsights-2015-11-01-preview-swagger.yaml.json,4.381,8.5,0.9524,171,0.375,0.6329,11,2,0.5381,21,openapi
azure.com-operationalinsights-swagger-2017-10-01-swagger.yaml.json,5.5,9,1,20,0.6667,0.0714,9,1,1,2,openapi
azure.com-operationsmanagement-OperationsManagement-2015-11-01-preview-swagger.yaml.json,4.2,6.625,0.9333,127,0.3182,0.5331,12,2,0.9524,15,openapi
azure.com-peering-2019-03-01-preview-swagger.yaml.json,3.3077,5.5,0.9231,165,0.3256,0.5947,8,2,1,13,openapi
azure.com-peering-2019-06-01-preview-swagger.yaml.json,3.3077,5.5,0.9231,165,0.3256,0.5947,8,2,1,13,openapi
azure.com-peering-2019-07-01-preview-swagger.yaml.json,3.5769,6.125,0.9615,307,0.2558,0.5748,10,2,1,26,openapi
azure.com-peering-2019-08-01-preview-swagger.yaml.json,3.6154,6.125,0.9615,308,0.2558,0.5789,10,2,1,26,openapi
azure.com-policyinsights-policyEvents-2017-08-09-preview-swagger.yaml.json,10.5,7.75,0.5,42,0.5,0.1109,9,3,1,4,openapi
azure.com-policyinsights-policyEvents-2017-10-17-preview-swagger.yaml.json,8.8,7.2,0.4,52,0.5333,0.3991,9,3,1,5,openapi
azure.com-policyinsights-policyEvents-2017-12-12-preview-swagger.yaml.json,10.3333,9.1111,0.6667,109,0.4444,0.2774,13,3,1,9,openapi
azure.com-policyinsights-policyEvents-2018-04-04-swagger.yaml.json,10.3333,9.1111,0.6667,109,0.4444,0.2774,13,3,1,9,openapi
azure.com-policyinsights-policyStates-2017-08-09-preview-swagger.yaml.json,8.6,6.8,0.4,43,0.4667,0.2474,9,3,1,5,openapi
azure.com-policyinsights-policyStates-2017-10-17-preview-swagger.yaml.json,7.5,6.5,0.3333,54,0.5556,0.4589,9,3,1,6,openapi
azure.com-policyinsights-policyStates-2017-12-12-preview-swagger.yaml.json,8.9444,9,0.6667,194,0.4074,0.3169,13,3,1,18,openapi
azure.com-policyinsights-policyStates-2018-04-04-swagger.yaml.json,8.9444,9,0.6667,194,0.4074,0.3169,13,3,1,18,openapi
azure.com-policyinsights-policyStates-2018-07-01-preview-swagger.yaml.json,9,9,0.6667,195,0.4074,0.3189,13,3,1,18,openapi
azure.com-policyinsights-policyTrackedResources-2018-07-01-preview-swagger.yaml.json,5.5,7.75,0.5,26,0.5,0.1905,9,3,1,4,openapi
azure.com-policyinsights-remediations-2018-07-01-preview-swagger.yaml.json,4,7,0.5,172,0.2375,0.499,9,3,1,24,openapi
azure.com-portal-2015-08-01-preview-swagger.yaml.json,3.4286,5.75,0.8571,78,0.3913,0.5082,8,2,1,7,openapi
azure.com-portal-2018-10-01-preview-swagger.yaml.json,3.4286,5.75,0.8571,78,0.3913,0.5082,8,2,1,7,openapi
azure.com-portal-2019-01-01-preview-swagger.yaml.json,3.4286,5.75,0.8571,78,0.3913,0.5082,8,2,1,7,openapi
azure.com-postgresql-2017-04-30-preview-swagger.yaml.json,4.1364,7.5714,0.9545,132,0.3103,0.5986,10,2,0.6169,22,openapi
azure.com-postgresql-2017-12-01-preview-swagger.yaml.json,4.4138,8.2222,0.9655,222,0.2824,0.6199,10,2,0.6034,29,openapi
azure.com-postgresql-2017-12-01-swagger.yaml.json,4.4138,8.2222,0.9655,222,0.2824,0.6199,10,2,0.6034,29,openapi
azure.com-powerbidedicated-2017-10-01-swagger.yaml.json,3.5,6.8889,0.9167,104,0.3871,0.6796,9,2,0.5682,12,openapi
azure.com-powerbiembedded-2016-01-29-swagger.yaml.json,3.75,6.8889,0.9167,110,0.3889,0.471,9,2,1,12,openapi
azure.com-privatedns-2018-09-01-swagger.yaml.json,6.0588,8.375,1,230,0.3333,0.4504,10,1,1,17,openapi
azure.com-provisioningservices-iotdps-2017-08-21-preview-swagger.yaml.json,5.9412,8.3077,0.9412,291,0.375,0.5588,11,2,1,17,openapi
azure.com-provisioningservices-iotdps-2017-11-15-swagger.yaml.json,5.8889,8.3077,0.9444,314,0.3621,0.5777,11,2,0.951,18,openapi
azure.com-recoveryservices-backup-2016-12-01-swagger.yaml.json,4.5,10,1,51,0.375,0.5221,10,1,0.75,4,openapi
azure.com-recoveryservices-registeredidentities-2016-06-01-swagger.yaml.json,5.5,10,1,24,0.75,0.7778,10,1,0.5,2,openapi
azure.com-recoveryservices-replicationusages-2016-06-01-swagger.yaml.json,4,9,1,4,1,0,9,1,0,1,openapi
azure.com-recoveryservices-vaults-2016-06-01-swagger.yaml.json,3.9091,7,0.9091,125,0.4167,0.6977,10,2,0.6091,11,openapi
azure.com-recoveryservices-vaultusages-2016-06-01-swagger.yaml.json,4,9,1,4,1,0,9,1,0,1,openapi
azure.com-recoveryservicesbackup-2016-06-01-swagger.yaml.json,6.3939,12.1724,1,374,0.2785,0.6877,17,1,0.5568,33,openapi
azure.com-recoveryservicesbackup-backupManagement-2016-12-01-swagger.yaml.json,6.1579,11.9375,1,441,0.3034,0.6895,17,1,0.5597,38,openapi
azure.com-recoveryservicesbackup-bms-2016-12-01-swagger.yaml.json,6.359,12.4,1,541,0.3011,0.703,17,1,0.583,39,openapi
azure.com-recoveryservicesbackup-bms-2017-07-01-swagger.yaml.json,5.3333,9,1,161,0.5806,0.7197,12,1,0.5429,15,openapi
azure.com-recoveryservicesbackup-jobs-2017-07-01-swagger.yaml.json,5.5,9.5,1,26,1,0.7143,10,1,0.5,2,openapi
azure.com-recoveryservicesbackup-operations-2016-08-10-swagger.yaml.json,1,3,1,2,1,0,3,1,0,1,openapi
azure.com-recoveryservicesbackup-registeredIdentities-2016-06-01-swagger.yaml.json,5,10,1,5,0.5,0,10,1,0,1,openapi
azure.com-recoveryservicessiterecovery-service-2016-08-10-swagger.yaml.json,5.951,11.6538,1,1709,0.1473,0.6431,16,1,0.6766,102,openapi
azure.com-recoveryservicessiterecovery-service-2018-01-10-swagger.yaml.json,6.1197,11.8977,1,1940,0.1448,0.645,16,1,0.7094,117,openapi
azure.com-recoveryservicessiterecovery-service-2018-07-10-swagger.yaml.json,6.121,11.9149,1,2092,0.1433,0.6431,16,1,0.7166,124,openapi
azure.com-redis-2015-08-01-swagger.yaml.json,4,7.8333,1,58,0.4286,0.6451,9,1,0.5536,8,openapi
azure.com-redis-2016-04-01-swagger.yaml.json,4.2632,8.0833,0.9474,142,0.4167,0.6736,10,2,0.5351,19,openapi
azure.com-redis-2017-02-01-swagger.yaml.json,4.3913,8.2857,0.9565,143,0.4211,0.6546,10,2,0.5257,23,openapi
azure.com-redis-2017-10-01-swagger.yaml.json,4.4615,8.1765,0.9615,136,0.381,0.6614,10,2,0.5615,26,openapi
azure.com-redis-2018-03-01-swagger.yaml.json,4.4615,8.1765,0.9615,136,0.375,0.6614,10,2,0.5615,26,openapi
azure.com-relay-2016-07-01-swagger.yaml.json,5.075,9.7619,0.975,380,0.2114,0.5219,13,2,0.8827,40,openapi
azure.com-relay-2017-04-01-swagger.yaml.json,5.0588,9.7619,0.9706,347,0.2342,0.5218,13,2,0.9768,34,openapi
azure.com-reservations-2017-11-01-swagger.yaml.json,2.3636,4.8,0.8182,128,0.3611,0.5996,7,2,1,11,openapi
azure.com-reservations-2018-06-01-swagger.yaml.json,2.5455,4.8,0.8182,132,0.3889,0.6213,7,2,1,11,openapi
azure.com-reservations-2019-04-01-swagger.yaml.json,2.7857,4.8333,0.8571,225,0.4348,0.7039,7,2,1,14,openapi
azure.com-resourcegraph-2018-09-01-preview-swagger.yaml.json,1.75,3,1,27,0.8182,0.8069,3,1,0.75,4,openapi
azure.com-resourcegraph-2019-04-01-swagger.yaml.json,1.5,3,1,10,1,0.9,3,1,0.5,2,openapi
azure.com-resourcegraph-graphquery-2018-09-01-preview-swagger.yaml.json,3.6667,6,0.8333,53,0.4444,0.5745,8,2,0.8667,6,openapi
azure.com-resourcehealth-2015-01-01-swagger.yaml.json,3.75,4.625,0.625,93,0.3333,0.3858,7,3,1,8,openapi
azure.com-resourcehealth-2017-07-01-swagger.yaml.json,3.75,4.625,0.625,99,0.3333,0.3884,7,3,1,8,openapi
azure.com-resourcehealth-ResourceHealth-2018-07-01-preview-swagger.yaml.json,3,4.5,0.4,91,0.4138,0.5007,7,3,0.9667,10,openapi
azure.com-resourcehealth-ResourceHealth-2018-07-01-swagger.yaml.json,3.7143,4.7143,0.4286,72,0.4762,0.4224,7,3,1,7,openapi
azure.com-resources-2015-11-01-swagger.yaml.json,4,5.4286,0.8085,282,0.3596,0.7585,11,3,0.5282,47,openapi
azure.com-resources-2016-02-01-swagger.yaml.json,4.4,5.6364,0.9714,241,0.3864,0.7568,9,2,0.5261,35,openapi
azure.com-resources-2016-07-01-swagger.yaml.json,4.4,5.6364,0.9714,241,0.3864,0.7568,9,2,0.5261,35,openapi
azure.com-resources-2016-09-01-swagger.yaml.json,4.15,5.4348,0.85,299,0.3429,0.7809,9,3,0.5276,40,openapi
azure.com-resources-2017-05-10-swagger.yaml.json,4.1463,5.4167,0.8537,301,0.3394,0.7843,9,3,0.5262,41,openapi
azure.com-resources-2018-02-01-swagger.yaml.json,4.1463,5.4167,0.8537,301,0.3394,0.7843,9,3,0.5262,41,openapi
azure.com-resources-2018-05-01-swagger.yaml.json,3.9615,5.625,0.8654,367,0.3111,0.7727,9,3,0.5283,52,openapi
azure.com-resources-2019-03-01-swagger.yaml.json,3.9615,5.625,0.8654,370,0.3111,0.773,9,3,0.5283,52,openapi
azure.com-resources-2019-05-01-swagger.yaml.json,3.8871,6.1795,0.7258,421,0.2956,0.7855,10,3,0.5293,62,openapi
azure.com-resources-2019-05-10-swagger.yaml.json,3.8594,5.9512,0.7031,432,0.3006,0.7879,10,3,0.5313,64,openapi
azure.com-resources-2019-07-01-swagger.yaml.json,3.6744,5.8421,0.5465,535,0.1993,0.6568,10,3,1,86,openapi
azure.com-resources-2019-08-01-swagger.yaml.json,3.6744,5.8421,0.5465,535,0.1987,0.6568,10,3,1,86,openapi
azure.com-resources-features-2015-12-01-swagger.yaml.json,2.8,6.4,0.8,23,0.6,0.525,9,2,0.7,5,openapi
azure.com-resources-links-2016-09-01-swagger.yaml.json,2.3333,3.25,0.6667,24,0.5,0.6917,5,3,0.6333,6,openapi
azure.com-resources-locks-2015-01-01-swagger.yaml.json,5,8.5,1,88,0.3929,0.6559,13,1,0.6182,11,openapi
azure.com-resources-locks-2016-09-01-swagger.yaml.json,4.5294,7,0.7059,126,0.3571,0.6789,13,3,0.6397,17,openapi
azure.com-resources-managedapplications-2016-09-01-preview-swagger.yaml.json,3.1667,5,0.5556,178,0.2239,0.5993,8,3,0.9542,18,openapi
azure.com-resources-managedapplications-2017-09-01-swagger.yaml.json,3.2941,5.2857,0.5882,176,0.2154,0.5706,8,2,1,17,openapi
azure.com-resources-managedapplications-2018-06-01-swagger.yaml.json,3.5,6,0.7143,149,0.2308,0.5554,8,2,1,14,openapi
azure.com-resources-management-2017-08-31-preview-swagger.yaml.json,2.3333,3.3333,1,16,0.6667,0.6542,4,1,1,3,openapi
azure.com-resources-policy-2015-10-01-preview-swagger.yaml.json,3.4615,5.8571,0.5385,76,0.4444,0.6528,12,2,0.641,13,openapi
azure.com-resources-policy-2016-04-01-swagger.yaml.json,3.4615,5.8571,0.5385,76,0.4444,0.6528,12,2,0.641,13,openapi
azure.com-resources-policyAssignments-2016-12-01-swagger.yaml.json,3.5556,6,0.6667,57,0.4737,0.6122,12,2,0.75,9,openapi
azure.com-resources-policyAssignments-2017-06-01-preview-swagger.yaml.json,3.5556,6,0.6667,84,0.3571,0.5409,12,2,1,9,openapi
azure.com-resources-policyAssignments-2018-03-01-swagger.yaml.json,3.5556,6,0.6667,84,0.3448,0.5409,12,2,1,9,openapi
azure.com-resources-policyAssignments-2018-05-01-swagger.yaml.json,3.5556,6,0.6667,92,0.3448,0.5587,12,2,1,9,openapi
azure.com-resources-policyAssignments-2019-01-01-swagger.yaml.json,3.5556,6,0.6667,92,0.3448,0.5587,12,2,1,9,openapi
