FileName,ArgumentsPerOperation,AveragePathLength,BiggestRootCoverage,DataWeight,DistinctMessageRatio,LackOfMessageLevelCohesion,LongestPath,NumberOfRootPaths,ServiceInterfaceDataCohesion,WeightedServiceInterfaceCount,ApiFormat
azure.com-containerservice-managedClusters-2018-08-01-preview-swagger.yaml.json,3.9231,8,0.9231,94,0.4688,0.6391,11,2,0.5577,13,openapi
azure.com-containerservice-managedClusters-2019-02-01-swagger.yaml.json,4.1765,8.25,0.9412,130,0.3333,0.5558,11,2,1,17,openapi
azure.com-containerservice-managedClusters-2019-04-01-swagger.yaml.json,4.1765,8.25,0.9412,135,0.3333,0.529,11,2,1,17,openapi
azure.com-containerservice-managedClusters-2019-06-01-swagger.yaml.json,4.2105,8.5714,0.9474,150,0.3065,0.5168,12,2,0.9532,19,openapi
azure.com-containerservice-managedClusters-2019-08-01-swagger.yaml.json,4.2105,8.5714,0.9474,150,0.3065,0.5168,12,2,0.9532,19,openapi
azure.com-containerservice-openShiftManagedClusters-2018-09-30-preview-swagger.yaml.json,3.8333,6.6667,1,58,0.4444,0.5741,8,1,0.7333,6,openapi
azure.com-containerservice-openShiftManagedClusters-2019-04-30-swagger.yaml.json,3.8333,6.6667,1,58,0.4444,0.5741,8,1,0.7333,6,openapi
azure.com-containerservices-containerService-2016-03-30-swagger.yaml.json,3.6,6.6667,1,42,0.4615,0.6267,8,1,0.6,5,openapi
azure.com-containerservices-containerService-2016-09-30-swagger.yaml.json,3.6,6.6667,1,44,0.4615,0.6267,8,1,0.6,5,openapi
azure.com-containerservices-containerService-2017-01-31-swagger.yaml.json,3.6,6.6667,1,44,0.4615,0.6267,8,1,0.6,5,openapi
azure.com-containerservices-containerService-2017-07-01-swagger.yaml.json,3.6,6.6667,1,49,0.4615,0.6267,8,1,0.6,5,openapi
azure.com-containerservices-location-2017-09-30-swagger.yaml.json,4,7,1,7,1,0,7,1,0,1,openapi
azure.com-containerservices-managedClusters-2017-08-31-swagger.yaml.json,4,8.5,1,72,0.4444,0.5259,11,1,0.625,8,openapi
azure.com-containerservices-managedClusters-2018-03-31-swagger.yaml.json,3.9231,8,0.9231,118,0.4667,0.5811,11,2,0.609,13,openapi
azure.com-containerservices-managedClusters-2018-08-01-preview-swagger.yaml.json,3.9231,8,0.9231,118,0.4688,0.5891,11,2,0.609,13,openapi
azure.com-containerservices-openShiftManagedClusters-2018-09-30-preview-swagger.yaml.json,3.8333,6.6667,1,58,0.4444,0.5741,8,1,0.7333,6,openapi
azure.com-cosmos-db-2015-04-08-swagger.yaml.json,5.4719,11.7931,0.9775,859,0.2019,0.5931,17,2,0.6366,89,openapi
azure.com-cosmos-db-2019-08-01-swagger.yaml.json,5.6535,11.1094,0.9802,1181,0.2016,0.613,17,2,0.638,101,openapi
azure.com-cost-management-costmanagement-2018-05-31-swagger.yaml.json,3.8667,6.0909,0.8,92,0.3617,0.5675,8,2,1,15,openapi
azure.com-cost-management-costmanagement-2018-08-01-preview-swagger.yaml.json,3.8545,7.6136,0.5091,476,0.2647,0.6513,11,2,1,55,openapi
azure.com-cost-management-costmanagement-2018-08-31-swagger.yaml.json,4.6923,7,0.6923,68,0.4103,0.3513,9,2,1,13,openapi
azure.com-cost-management-costmanagement-2018-12-01-preview-swagger.yaml.json,4.3158,7.1053,0.6842,95,0.2807,0.3134,9,2,1,19,openapi
azure.com-cost-management-costmanagement-2019-01-01-swagger.yaml.json,3.1111,4.5714,0.8889,61,0.3571,0.5391,6,2,1,9,openapi
azure.com-cost-management-costmanagement-2019-03-01-preview-swagger.yaml.json,3.4857,6.3226,0.8286,274,0.283,0.5581,9,2,1,35,openapi
azure.com-cost-management-costmanagement-2019-04-01-preview-swagger.yaml.json,2.5385,4,0.6154,162,0.2444,0.6352,5,2,1,13,openapi
azure.com-customer-insights-2017-01-01-swagger.yaml.json,4.9831,9.4167,0.9831,471,0.2817,0.5892,12,2,0.6105,59,openapi
azure.com-customer-insights-2017-04-26-swagger.yaml.json,5,9.5366,0.9848,540,0.2848,0.6008,12,2,0.6028,66,openapi
azure.com-customproviders-2018-09-01-preview-swagger.yaml.json,3.2727,5.3333,0.5455,102,0.3333,0.6612,8,3,1,11,openapi
azure.com-databox-2018-01-01-swagger.yaml.json,4.1667,7.1111,0.9167,129,0.5556,0.7545,9,2,0.5985,12,openapi
azure.com-databox-2019-09-01-swagger.yaml.json,4.25,7.3846,0.9375,222,0.4118,0.6353,9,2,1,16,openapi
azure.com-databoxedge-2019-03-01-swagger.yaml.json,4.625,9.0968,0.9792,550,0.1105,0.5549,11,2,1,48,openapi
azure.com-databoxedge-2019-07-01-swagger.yaml.json,4.6122,9.0938,0.9796,561,0.1143,0.552,11,2,1,49,openapi
azure.com-databricks-2018-04-01-swagger.yaml.json,3.4286,5.75,0.8571,63,0.36,0.4611,8,2,1,7,openapi
azure.com-datacatalog-2016-03-30-swagger.yaml.json,3.6667,6,0.8333,56,0.4,0.6495,8,2,0.6333,6,openapi
azure.com-datafactory-2017-09-01-preview-swagger.yaml.json,5.16,9.8286,0.98,615,0.25,0.4677,13,2,1,50,openapi
azure.com-datafactory-2018-06-01-swagger.yaml.json,5.2895,10.0345,0.9868,1051,0.2811,0.4805,13,2,1,76,openapi
azure.com-datafactory-DataFlow-2018-06-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-Dataset-2017-09-01-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-Dataset-2018-06-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-IntegrationRuntime-2017-09-01-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-IntegrationRuntime-2018-06-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-LinkedService-2017-09-01-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-LinkedService-2018-06-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-Pipeline-2017-09-01-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-Pipeline-2018-06-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-Trigger-2017-09-01-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datafactory-Trigger-2018-06-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datalake-analytics-account-2015-10-01-preview-swagger.yaml.json,6.7778,9.2727,1,158,0.3659,0.6864,13,1,0.5359,18,openapi
azure.com-datalake-analytics-account-2016-11-01-swagger.yaml.json,5.4839,8.7647,0.9677,237,0.3286,0.639,13,2,0.5806,31,openapi
azure.com-datalake-analytics-catalog-2015-10-01-preview-swagger.yaml.json,6.2,6.7407,1,320,0.5333,0.6628,10,1,0.5931,30,openapi
azure.com-datalake-analytics-catalog-2016-11-01-swagger.yaml.json,6.2222,6.6923,1,410,0.4667,0.6575,11,1,0.6172,45,openapi
azure.com-datalake-analytics-job-2015-11-01-preview-swagger.yaml.json,3.2857,2.1667,0.8571,91,0.5714,0.7329,3,2,0.5714,7,openapi
azure.com-datalake-analytics-job-2016-03-20-preview-swagger.yaml.json,3.2857,2.1667,0.8571,97,0.5714,0.7349,3,2,0.5714,7,openapi
azure.com-datalake-analytics-job-2016-11-01-swagger.yaml.json,3.0909,1.9,0.5455,115,0.5909,0.7739,3,4,0.5545,11,openapi
azure.com-datalake-analytics-job-2017-09-01-preview-swagger.yaml.json,3,2,0.6154,142,0.4375,0.7685,3,4,0.5577,13,openapi
azure.com-datalake-store-account-2015-10-01-preview-swagger.yaml.json,5.9091,8.25,1,108,0.3214,0.6648,10,1,0.5636,11,openapi
azure.com-datalake-store-account-2016-11-01-swagger.yaml.json,4.9231,7.8571,0.9615,193,0.3279,0.6231,10,2,0.5831,26,openapi
azure.com-datalake-store-filesystem-2015-10-01-preview-swagger.yaml.json,4.5,2.5,0.5,18,0.5,0.4236,3,2,1,4,openapi
azure.com-datalake-store-filesystem-2016-11-01-swagger.yaml.json,5.3333,2.5,0.6667,15,0.4444,0.2827,3,2,1,3,openapi
azure.com-datamigration-2017-11-15-preview-swagger.yaml.json,4.6923,8.3529,0.9615,382,0.2697,0.5553,13,2,1,26,openapi
azure.com-datamigration-2018-03-15-preview-swagger.yaml.json,4.6923,8.3529,0.9615,382,0.2697,0.5553,13,2,1,26,openapi
azure.com-datamigration-Commands-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Commands-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Common-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Common-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Common-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Common-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Common-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceMySqlTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceMySqlTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourcePostgreSqlSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourcePostgreSqlSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceSqlServerTask-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceSqlServerTask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceSqlServerTask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceSqlServerTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToSourceSqlServerTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetAzureDbForMySqlTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetAzureDbForMySqlTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetAzureDbForPostgreSqlSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetAzureDbForPostgreSqlSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlDbTask-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlDbTask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlDbTask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlDbTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlDbTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlMiSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlMiSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlMITask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlMITask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlMITask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlMITask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlSqlDbSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ConnectToTargetSqlSqlDbSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Files-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetTdeCertificatesSqlTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetTdeCertificatesSqlTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlTask-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlTask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlTask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-GetUserTablesSqlTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateMySqlAzureDbForMySqlSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateMySqlAzureDbForMySqlSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigratePostgreSqlAzureDbForPostgreSqlSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigratePostgreSqlAzureDbForPostgreSqlSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSchemaSqlServerSqlDbTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbTask-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbTask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbTask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlDbTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlMiSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlMiSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlMITask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlMITask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlMITask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSqlServerSqlMITask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrateSsisTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrationValidation-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrationValidation-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrationValidation-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrationValidation-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MigrationValidation-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-MongoDbTasks-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-OracleAzureDbPostgreSqlSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Projects-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Projects-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Projects-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Projects-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Projects-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ResourceSkus-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ResourceSkus-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ResourceSkus-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ResourceSkus-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ResourceSkus-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ServiceFeatureOCITask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Services-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Services-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Services-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Services-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Services-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ServiceTasks-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Tasks-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Tasks-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Tasks-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Tasks-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-Tasks-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-TasksCommon-2017-11-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-TasksCommon-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-TasksCommon-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-TasksCommon-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-TasksCommon-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateMigrationInputSqlServerSqlMiSyncTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateMigrationInputSqlServerSqlMiSyncTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateMigrationInputSqlServerSqlMITask-2018-03-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateMigrationInputSqlServerSqlMITask-2018-03-31-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateMigrationInputSqlServerSqlMITask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateMigrationInputSqlServerSqlMITask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateSyncMigrationInputSqlServerTask-2018-04-19-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datamigration-ValidateSyncMigrationInputSqlServerTask-2018-07-15-preview-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-datashare-DataShare-2018-11-01-preview-swagger.yaml.json,5.5,9.9091,0.92,896,0.2184,0.5217,13,2,1,50,openapi
azure.com-deploymentmanager-2018-09-01-preview-swagger.yaml.json,4.7143,8.5556,1,150,0.2754,0.5078,12,1,1,21,openapi
azure.com-deviceprovisioningservices-iotdps-2017-08-21-preview-swagger.yaml.json,5.9412,8.3077,0.9412,291,0.375,0.5588,11,2,1,17,openapi
azure.com-deviceprovisioningservices-iotdps-2017-11-15-swagger.yaml.json,5.8889,8.3077,0.9444,314,0.3621,0.5777,11,2,0.951,18,openapi
azure.com-deviceprovisioningservices-iotdps-2018-01-22-swagger.yaml.json,5.8889,8.3077,0.9444,314,0.3621,0.5704,11,2,0.951,18,openapi
azure.com-devops-2019-07-01-preview-swagger.yaml.json,3.125,5.2,0.75,63,0.3462,0.5913,8,2,1,8,openapi
azure.com-devspaces-2018-06-01-preview-swagger.yaml.json,3.4444,6.1667,0.7778,43,0.4286,0.6591,9,2,0.8194,9,openapi
azure.com-devspaces-2019-01-01-preview-swagger.yaml.json,3.6667,6.8333,0.8889,45,0.4286,0.6361,9,2,0.8194,9,openapi
azure.com-devspaces-2019-04-01-swagger.yaml.json,3.7778,6.8333,0.8889,50,0.4194,0.6381,9,2,0.9167,9,openapi
azure.com-devtestlabs-DTL-2015-05-21-preview-swagger.yaml.json,5.7544,9.8286,1,1164,0.1134,0.5348,13,1,1,57,openapi
azure.com-devtestlabs-DTL-2016-05-15-swagger.yaml.json,6.1495,9.9688,0.9907,2453,0.125,0.5697,13,2,0.9927,107,openapi
azure.com-devtestlabs-DTL-2018-09-15-swagger.yaml.json,6.2273,10.359,0.9924,3000,0.125,0.5751,15,2,0.9938,132,openapi
azure.com-dns-2015-05-04-preview-swagger.yaml.json,6,8,1,80,0.5455,0.6324,10,1,0.6333,10,openapi
azure.com-dns-2016-04-01-swagger.yaml.json,6,8,1,151,0.4211,0.4756,10,1,1,11,openapi
azure.com-dns-2017-09-01-swagger.yaml.json,6,8,1,147,0.3947,0.4564,10,1,1,11,openapi
azure.com-dns-2017-10-01-swagger.yaml.json,6,8.1429,1,170,0.3636,0.4466,10,1,1,13,openapi
azure.com-dns-2018-03-01-preview-swagger.yaml.json,6,8.1429,1,170,0.3636,0.4466,10,1,1,13,openapi
azure.com-dns-2018-05-01-swagger.yaml.json,5.7857,7.75,1,191,0.383,0.4593,10,1,1,14,openapi
azure.com-domainservices-2017-01-01-swagger.yaml.json,3.4286,5.75,0.8571,79,0.3889,0.5703,8,2,0.7143,7,openapi
azure.com-domainservices-2017-06-01-swagger.yaml.json,4.1667,7,0.9167,158,0.2813,0.4989,10,2,0.7576,12,openapi
azure.com-dynamicstelemetry-2019-01-24-swagger.yaml.json,0,3,1,5,0.5,0,3,1,0,1,openapi
azure.com-edgegateway-2019-03-01-swagger.yaml.json,4.625,9.0968,0.9792,550,0.1105,0.5549,11,2,1,48,openapi
azure.com-engagementfabric-EngagementFabric-2018-09-01-preview-swagger.yaml.json,3.9375,7.3636,0.9375,153,0.32,0.4248,10,2,1,16,openapi
azure.com-EnterpriseKnowledgeGraph-EnterpriseKnowledgeGraphSwagger-2018-12-03-swagger.yaml.json,3.4286,5.75,0.8571,67,0.3478,0.6186,8,2,0.9048,7,openapi
azure.com-eventgrid-AppConfiguration-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-ContainerRegistry-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-EventGrid-2017-06-15-preview-swagger.yaml.json,3.4615,7.1429,0.6538,150,0.2716,0.6534,11,3,0.6738,26,openapi
azure.com-eventgrid-EventGrid-2017-09-15-preview-swagger.yaml.json,3.5185,7.1429,0.6667,158,0.2738,0.6597,11,3,0.6638,27,openapi
azure.com-eventgrid-EventGrid-2018-01-01-swagger.yaml.json,3.5185,7.1429,0.6667,158,0.2738,0.6597,11,3,0.6638,27,openapi
azure.com-eventgrid-EventGrid-2018-05-01-preview-swagger.yaml.json,3.5185,7.1429,0.6667,182,0.2738,0.6643,11,3,0.6638,27,openapi
azure.com-eventgrid-EventGrid-2018-09-15-preview-swagger.yaml.json,3.7105,7.5862,0.7632,263,0.2458,0.6654,13,3,0.6408,38,openapi
azure.com-eventgrid-EventGrid-2019-01-01-swagger.yaml.json,3.5185,7.1429,0.6667,169,0.2738,0.6618,11,3,0.6638,27,openapi
azure.com-eventgrid-EventGrid-2019-02-01-preview-swagger.yaml.json,4.775,7.5862,0.775,333,0.272,0.7173,13,3,0.5942,40,openapi
azure.com-eventgrid-EventGrid-2019-06-01-swagger.yaml.json,4.525,7.5862,0.775,302,0.256,0.7065,13,3,0.5942,40,openapi
azure.com-eventgrid-EventHub-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-IotHub-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-KeyVault-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-Maps-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-MediaServices-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
azure.com-eventgrid-Resources-2018-01-01-swagger.yaml.json,0,0,0,0,0,0,0,0,0,0,openapi
